@RELATION AccelerometerData

@ATTRIBUTE aXstd  NUMERIC 
@ATTRIBUTE aYstd   NUMERIC 
@ATTRIBUTE aZstd  NUMERIC
@ATTRIBUTE aXrange  NUMERIC 
@ATTRIBUTE aYrange   NUMERIC 
@ATTRIBUTE aZrange  NUMERIC 
@ATTRIBUTE label   NUMERIC 

@Data
0.037898057,0.048670009,0.109705506,0.143652,0.201113,0.48841,0
0.036652461,0.048670009,0.109698096,0.143652,0.201113,0.48841,0
0.03526557,0.048670009,0.11087809,0.143652,0.201113,0.48841,0
0.035508545,0.050989167,0.110579773,0.143652,0.201113,0.48841,0
0.040503831,0.052941631,0.115215606,0.172383,0.201113,0.48841,0
0.040005425,0.047525913,0.103600594,0.172383,0.181959,0.4118,0
0.035611712,0.055139454,0.115171445,0.153229,0.248997,0.42138,0
0.03658044,0.054970779,0.116136272,0.153229,0.248997,0.42138,0
0.039381564,0.054197885,0.118360894,0.153229,0.248997,0.42138,0
0.041796566,0.058353752,0.140928051,0.153229,0.248997,0.63207,0
0.041124642,0.058212131,0.139650798,0.153229,0.248997,0.63207,0
0.03961387,0.06018168,0.142404956,0.134076,0.248997,0.63207,0
0.039634104,0.055220496,0.140850737,0.134076,0.23942,0.63207,0
0.040390536,0.058682877,0.140700091,0.134076,0.23942,0.63207,0
0.040472758,0.05923705,0.140862926,0.134076,0.23942,0.63207,0
0.040002646,0.059149897,0.137795645,0.134076,0.23942,0.63207,0
0.044845218,0.059105304,0.13490768,0.153229,0.23942,0.63207,0
0.044878427,0.057850623,0.134689975,0.153229,0.23942,0.63207,0
0.044144389,0.057975336,0.13434571,0.153229,0.23942,0.63207,0
0.044123607,0.058095838,0.13556874,0.153229,0.23942,0.63207,0
0.044557959,0.056786574,0.135270725,0.153229,0.23942,0.63207,0
0.046038479,0.057658104,0.135276647,0.153229,0.23942,0.63207,0
0.047451145,0.057896214,0.134876854,0.153229,0.23942,0.63207,0
0.049197241,0.057130755,0.134249912,0.153229,0.23942,0.63207,0
0.047429396,0.060605045,0.133306936,0.153229,0.258574,0.63207,0
0.047429396,0.062614681,0.131585388,0.153229,0.258574,0.63207,0
0.046316544,0.060006128,0.118675215,0.153229,0.229843,0.63207,0
0.046472208,0.059568924,0.109406237,0.153229,0.229843,0.5363,0
0.045386388,0.058432187,0.108114848,0.153229,0.229843,0.5363,0
0.044776028,0.058432187,0.07377251,0.153229,0.229843,0.2873,0
0.046425271,0.058284862,0.069516001,0.153229,0.229843,0.2873,0
0.043936002,0.051918269,0.065883872,0.143652,0.229843,0.2873,0
0.043413628,0.051703651,0.070587926,0.143652,0.229843,0.2873,0
0.040998837,0.051117154,0.074360453,0.143652,0.229843,0.2873,0
0.040116931,0.05205719,0.074267959,0.143652,0.229843,0.2873,0
0.040290881,0.052583082,0.074752803,0.143652,0.229843,0.2873,0
0.036951422,0.052410553,0.074668439,0.134075,0.229843,0.2873,0
0.035118899,0.052495796,0.073927885,0.134075,0.229843,0.2873,0
0.035252494,0.05249798,0.076704477,0.134075,0.229843,0.2873,0
0.035369379,0.05162597,0.074544433,0.134075,0.229843,0.2873,0
0.035369379,0.05057603,0.075788916,0.134075,0.229843,0.2873,0
0.033600841,0.051090226,0.079603177,0.124499,0.229843,0.2873,0
0.034379975,0.051296259,0.087996457,0.124499,0.229843,0.33519,0
0.031599828,0.052757246,0.089607741,0.114922,0.229843,0.33519,0
0.032117989,0.039706228,0.092132192,0.114922,0.143652,0.33519,0
0.033464008,0.03829227,0.095109323,0.114922,0.143652,0.33519,0
0.033791277,0.034925848,0.094510654,0.114922,0.124499,0.33519,0
0.033019128,0.034715151,0.087668996,0.114922,0.124499,0.32561,0
0.035200428,0.034856875,0.0987667,0.134075,0.124499,0.38307,0
0.036391861,0.034182673,0.096740123,0.134075,0.114922,0.38307,0
0.036580353,0.034112145,0.096740123,0.134075,0.114922,0.38307,0
0.036021345,0.033532559,0.095858982,0.134075,0.114922,0.38307,0
0.036021345,0.033092027,0.093749005,0.134075,0.114922,0.38307,0
0.036021345,0.03240588,0.090444172,0.134075,0.114922,0.38307,0
0.036021345,0.03211804,0.092070882,0.134075,0.114922,0.38307,0
0.036275068,0.031632493,0.091721443,0.134075,0.114922,0.38307,0
0.035704868,0.030806231,0.092468241,0.134075,0.114922,0.38307,0
0.035692028,0.030360136,0.092577227,0.134075,0.114922,0.38307,0
0.035223179,0.033923382,0.090259649,0.134075,0.153229,0.38307,0
0.035640569,0.033923383,0.092235938,0.134075,0.153229,0.38307,0
0.036667945,0.036011821,0.091380629,0.134075,0.153229,0.38307,0
0.036072154,0.038957083,0.089782143,0.134075,0.153229,0.38307,0
0.03510903,0.038244267,0.08450353,0.114921,0.153229,0.29688,0
0.03576897,0.034609145,0.081591815,0.114921,0.134075,0.2873,0
0.035459953,0.034645559,0.077297593,0.114921,0.134075,0.2873,0
0.033624579,0.030506926,0.074882158,0.114921,0.134075,0.2873,0
0.033655261,0.031657712,0.075734784,0.114921,0.134075,0.2873,0
0.033787838,0.032089332,0.077463663,0.114921,0.134075,0.2873,0
0.03139596,0.032966931,0.068826418,0.105345,0.134075,0.25857,0
0.028586316,0.03287987,0.066218221,0.105345,0.134075,0.25857,0
0.026998184,0.032655958,0.072865633,0.095768,0.134075,0.25857,0
0.028227138,0.032320719,0.074515007,0.095768,0.134075,0.25857,0
0.027855088,0.031632345,0.073223725,0.095768,0.134075,0.25857,0
0.027469659,0.034409819,0.073715464,0.095768,0.134075,0.25857,0
0.029342348,0.036580288,0.071282025,0.095768,0.134075,0.25857,0
0.02904782,0.037979499,0.071282025,0.095768,0.134075,0.25857,0
0.027133773,0.038124118,0.073910058,0.095768,0.134075,0.25857,0
0.027133773,0.038617096,0.073910058,0.095768,0.134075,0.25857,0
0.031102473,0.034988007,0.080217626,0.114922,0.124498,0.26815,0
0.032391638,0.034728207,0.077168491,0.114922,0.124498,0.26815,0
0.033102331,0.033119657,0.079452523,0.114922,0.134075,0.26815,0
0.033102331,0.031686761,0.077767966,0.114922,0.134075,0.26815,0
0.033515319,0.049232044,0.113118706,0.114922,0.229843,0.53627,0
0.03710305,0.046759857,0.113531611,0.143652,0.229843,0.53627,0
0.040116905,0.047641528,0.119728762,0.143652,0.229843,0.55542,0
0.050173169,0.054282305,0.152580121,0.21069,0.229843,0.814,0
0.055137347,0.054197752,0.154930219,0.21069,0.229843,0.814,0
0.065042969,0.055286749,0.15389669,0.248997,0.229843,0.814,0
0.07763125,0.055504059,0.152343203,0.287305,0.229843,0.814,0
0.086894748,0.055452398,0.15212856,0.287305,0.229843,0.814,0
0.089862718,0.055421374,0.150217312,0.287305,0.229843,0.814,0
0.094780208,0.056283486,0.14997275,0.306458,0.229843,0.814,0
0.100144155,0.056533469,0.150373567,0.325612,0.229843,0.814,0
0.100637489,0.054671628,0.15023621,0.325612,0.229843,0.814,0
0.093415687,0.053450161,0.151331136,0.296881,0.229843,0.814,0
0.092030952,0.052489228,0.153416843,0.296881,0.229843,0.814,0
0.096274415,0.052320782,0.15718148,0.344765,0.229843,0.814,0
0.096904616,0.052419289,0.158879109,0.344765,0.229843,0.814,0
0.096449243,0.056565933,0.160025871,0.344765,0.229843,0.814,0
0.09684422,0.065968812,0.184515055,0.344765,0.296881,0.82357,0
0.099548167,0.06383319,0.183047693,0.344765,0.296881,0.82357,0
0.101797266,0.062833968,0.185348015,0.344765,0.296881,0.82357,0
0.113358826,0.05642196,0.15840436,0.392649,0.248997,0.63206,0
0.124213627,0.057130685,0.159270361,0.402226,0.248997,0.63206,0
0.146474291,0.060891813,0.162474568,0.5363014,0.248997,0.63206,0
